vehicle_id,ev_sales_current_year,ev_sales_previous_year,renewable_energy_share,battery_capacity,charger_power,annual_distance,maintenance_cost_ev,maintenance_cost_ffv,emissions_reduction,base_price,recycling_cost,second_life_revenue,forecast_years,charging_time_hours,cost_per_mile,batteries_recycled
EV1,1926,1541,0.6955239715223529,42.68261647329379,97,11190.265779430714,480.6204581652501,779.8589884856185,0.17791819953945381,28327.70694266627,593.3575330170759,259.0728739169107,4,6.096972240765748,0.0929512979694332,118
EV2,1660,1662,0.835261918654836,56.08053902111341,134,14094.95849791478,448.8267319960312,605.2822826808166,0.161794541708536,25927.78504900106,723.6125228958444,151.6233237001747,3,3.5935411879417685,0.08088485318159601,128
EV3,1930,1141,0.21481882202502367,43.22661431998312,173,14659.496263655637,418.2624242467241,428.9064275456696,0.16905826513152572,35670.00718600409,720.9215356166379,170.10462790737355,2,7.138146589160402,0.11427220349666778,148
EV4,1895,1689,0.8733995377513765,95.4623227815978,176,11704.848638960711,245.03611874399644,654.4196332788717,0.2582120520951158,29008.913085582994,602.8568780933906,203.6536554074861,3,7.826919570645672,0.1222629640867963,103
EV5,1844,707,0.6353494424987536,79.7032403435637,177,10415.352709561323,304.6999676757764,711.7414810105994,0.1600054283185504,38723.34541195918,780.942552960975,244.8016511656166,2,4.314086590308397,0.1912920100810395,175
EV6,921,867,0.4017961067130419,93.19735900098348,135,14140.555912388136,369.58606650440913,464.20112376224097,0.26293909288272,36341.04873948155,730.4921111715635,170.11785212629164,5,5.101816520331048,0.19937860400563046,72
EV7,1266,821,0.8342697301711214,83.03744088823424,187,17595.2633598843,223.05823381351686,579.6229457377545,0.2135844357287514,28052.44057253724,694.9307620770584,203.54236731608418,2,3.0702554689600317,0.14953250646130975,194
EV8,1130,1713,0.8223080809137616,47.87721226495836,128,18741.997706010217,231.88106424073547,697.2787812951285,0.25608895431638434,41644.62617362552,606.2403115860214,162.03039204997793,5,7.159523486179336,0.18811802137727307,166
EV9,887,1292,0.8611377235450545,96.43489220411787,177,10975.482941290997,480.27617660334494,408.1974461555523,0.28377813009069414,25512.369718012094,636.2705379223813,235.66707500968516,5,3.103728035168858,0.15418712408552818,136
EV10,1923,854,0.20396611009628396,93.99358321796603,139,15246.754630112551,410.8073579827951,411.5879184389508,0.12768499010156983,28159.58266676212,489.2940730992799,213.95479951127467,5,5.432541604375748,0.13970934902830862,95
EV11,1671,852,0.9724251204961984,60.88456467406214,192,12634.029888063847,282.52611381538264,670.7648267531445,0.1687780501844012,42504.10552111684,612.9627742843479,268.21218423715175,3,5.882347344465099,0.08512198974610027,152
EV12,930,856,0.963663538410758,46.69200042110059,132,13746.338696028664,298.2080929284043,690.0505993300387,0.11111149916171259,38196.38549466136,610.408724988986,236.08326613226126,3,3.2777096059145774,0.08535153475721549,96
EV13,1569,982,0.4217226809515674,82.24928504733242,150,19334.418297599062,315.3287912840508,738.3477749278886,0.18138200698180443,32048.32419552321,481.1049854289162,248.86613522077502,5,3.878339487900199,0.08369569391695292,108
EV14,1143,1041,0.15930461639072768,83.70167816420334,85,13520.747729456469,222.52138777361506,559.839926317051,0.14748058614420917,29506.153266596717,780.4593212367715,250.67374664471208,2,6.954169874497131,0.09800963826672345,152
EV15,1605,1198,0.25035010252190715,93.80974269044242,149,13653.459301783269,421.75309961432845,555.9106660182022,0.21433572307185522,41057.09325563916,497.9008595733866,238.44128877094775,4,4.26266843924477,0.0892282412530922,159
EV16,1185,1713,0.9935477429002273,43.1593455670648,165,12093.958257449913,253.0502036273617,620.947189091863,0.2566779705804746,30139.91662492203,441.6889884160586,152.41380638396475,4,6.623610824358504,0.10336143721498962,111
EV17,1755,989,0.6067116488544968,48.50223028164231,87,19600.184180258555,441.53600744621303,702.9307820139725,0.19727319554257716,49615.276993664054,586.8036830525285,274.8088921836546,2,6.745936191376115,0.14230518216671895,103
EV18,1076,1181,0.4209596189434469,75.89492757275093,180,14564.873566602833,453.76172893308006,656.3968787752876,0.16672451138765237,46732.78052105485,674.429415167196,287.5049373154934,4,5.036591869177103,0.14038410368075793,174
EV19,1984,1667,0.359382424465035,77.14789305220495,94,15703.92134056763,391.53025322823925,530.929321537541,0.13051127317392902,28303.948745439444,478.0607470232849,230.1360393509833,2,3.3187554465992966,0.12130193480493574,163
EV20,1259,1197,0.3312925617798528,42.016579738900376,105,14531.680923013999,430.95648301967395,538.6189025743379,0.10536603016502073,46478.81407359704,473.1566319259883,166.82374438609546,2,3.0540332217389228,0.1599170084074208,190
EV21,821,618,0.6977374885490338,63.8159230636995,118,12529.190767638642,251.55055000581302,705.2019742268424,0.2355766022563249,33626.069542699785,504.58813023526955,248.20523174765816,5,5.46256815960139,0.12703082724602288,61
EV22,1052,1724,0.4774490483677174,75.04970387656294,82,18104.12613140987,372.78169480119107,613.8586647046413,0.10610915874709814,37249.5455052935,521.0869552176955,204.55954266893423,2,3.3572715931552084,0.10642882530964784,51
EV23,1547,1206,0.9688696294317504,84.27467998910403,136,10284.712258768212,403.0397943338394,439.19047023192377,0.2841677225847191,28570.607378809174,498.4800211128818,160.99201119158357,3,6.632362482208491,0.16305837126099038,91
EV24,1656,632,0.7154587275808253,58.96904150669971,89,16902.43430091694,398.4681742562833,461.1979816609159,0.2188460050296836,27964.306032628298,588.2794621971573,278.13106255174387,3,4.904119704527254,0.19762448570001298,60
EV25,1274,1461,0.812840131944065,69.03420958131048,82,15942.728105993523,235.18696329295423,740.4761503753264,0.17065906333042621,46637.324151557084,407.3052420490884,256.75700315002985,3,6.416449242410821,0.1772846203323799,162
EV26,1882,754,0.36346739372484393,88.84329233872054,173,11442.806506887491,303.31473874401144,799.5213726793968,0.10838271807155303,40747.55602584247,435.00667763461365,270.72376150552213,2,5.040808507093294,0.12968619221619387,127
EV27,1310,1504,0.17126776819776326,97.23370383386444,125,11659.050443006894,297.51125644470096,534.2731622965019,0.18269731055808033,36511.52525041949,691.7457889570401,269.4190055011461,3,6.141680084415492,0.12508019284829913,199
EV28,1499,1004,0.539040553643693,53.81888052339073,101,16592.255879008695,371.7580617790725,554.6806646227301,0.2734599069417044,25904.096409337388,564.9359743170506,203.65174998529614,5,7.165089347770884,0.08463784572947088,158
EV29,1775,1443,0.3831233918916046,55.18253234919378,146,13121.387916632715,429.57113866032597,461.7952099158345,0.2939646675706009,48049.049681070974,544.126876810337,222.3319515557747,5,7.4222648877698205,0.15884871813425805,86
EV30,989,1784,0.2818748485071313,96.38909124603254,144,12657.380781656791,371.17710985106413,494.28523362416865,0.11698567706051251,34402.20567831573,404.1779126669478,185.04816774857898,4,3.084414205876099,0.10671487504216559,85
EV31,1757,1346,0.9573779177207752,63.75466904576101,176,10591.560955372794,426.4482315954963,569.8519383103552,0.2554276214936071,35416.22926492789,519.2871507410312,263.2344803724116,4,6.22752856255148,0.16202216219328308,107
EV32,1486,1740,0.4995893929078272,83.10089947124456,98,17664.83089322784,229.69027900970244,513.755857764305,0.1516715230236816,32245.238234780078,728.4745501634894,228.59426032723292,5,5.8206731216303496,0.1712203265700208,52
EV33,1757,870,0.25723773284390705,76.73591372379258,179,18826.719353006454,463.4416072601832,680.569941836206,0.17588737985354436,47282.25049735204,536.1469058761128,247.5008347983748,3,6.185191006145711,0.18557552780884085,195
EV34,1362,1369,0.2787855874130252,57.135260787643375,141,18198.443517257336,360.9851208092779,615.1397766016672,0.20953451209820928,33614.619217946405,785.4773814051268,203.49334487869712,5,3.290474688925113,0.1457900010187333,124
EV35,1631,771,0.35263876821813467,79.2137333174815,177,14660.341195000368,211.24959814015187,728.9188513172975,0.29894575384583055,29356.23269647033,555.9835774172378,251.87737962000205,3,3.3494811997479137,0.17959731267561818,86
EV36,1954,873,0.9993846413707415,79.3339540574184,136,15339.564085805625,392.9639009067279,689.8099670876077,0.14176297953185762,37513.92987311112,585.6515605138395,250.6807046666006,2,5.484900505946872,0.16678223644417767,85
EV37,1446,858,0.3412103504676376,75.54659112454458,174,12422.761939846883,355.20415620892265,451.2402447841922,0.12609967665457142,44537.31648265299,720.7637879901799,265.523791771842,3,3.2855745587280722,0.12235774055361191,76
EV38,820,1758,0.3959216241206083,45.97964949097077,186,11728.54739418786,266.11087065456945,449.3555862306875,0.21899539729590134,34283.461908619705,793.2097213009959,173.3156238280144,3,6.882053925553506,0.09277146096912946,199
EV39,1640,1021,0.6933953151856013,99.71030934244226,167,18230.011748913446,429.3276375834064,758.2594554029828,0.270609799551624,41301.15357190934,548.6387201045426,243.5502564134784,3,6.862383873131025,0.10906039358411107,80
EV40,966,963,0.3645652387692685,64.02498767024964,155,17983.4416054483,480.070475362394,727.804495779081,0.2296431595757388,32605.607577682145,447.97444428070554,281.92145314624554,2,3.5866202536886163,0.18134934231395536,113
EV41,1187,977,0.29422382595372404,78.29505912381933,92,17773.59828436892,296.80503615305173,587.1669292650836,0.16951528025509133,42994.05774924866,609.2229191235251,164.12418332695952,5,5.275289473011852,0.14413061254550835,166
EV42,1400,1179,0.24277346798463884,93.14570164675716,95,14633.593063976348,348.1747048449107,452.14565390958904,0.2953965135791774,41718.09683958549,636.7043446248746,294.1120006205515,4,5.974904720671619,0.1598675032913089,102
EV43,1115,1490,0.381414398525013,65.39730930519018,95,18645.077608445594,238.45249960952873,759.4305162743221,0.29900641692817587,42018.87003556524,783.7825878900001,181.16746854345527,2,7.297228676165259,0.17672890090910087,103
EV44,813,1321,0.19532412066589616,86.43550340833292,194,19262.320693508147,478.93991711144486,492.28022295037204,0.2541298205553695,41147.69106485063,565.5690062056614,290.48195257709926,3,7.942149815839131,0.16004514104554046,183
EV45,1041,1480,0.11678192777330461,98.30946548076436,198,13283.443446534448,295.63881788576987,414.2139098518619,0.260483259783903,28907.80832977246,436.3241592194716,280.2029868524151,3,3.086106796811353,0.18272655228573084,113
EV46,1576,1721,0.8241775276012095,61.5360856151829,131,12246.944917803557,258.43540510985775,769.6958099949609,0.2521683325033756,47199.77461687271,660.3738927610166,265.52822042918126,4,5.3816954684168845,0.09036314943631578,114
EV47,1364,1204,0.2241054481731189,64.3161742139642,196,14642.630307759831,343.5286030308366,723.5742482892044,0.1515321916010889,39643.81832515517,408.444850209236,181.4151285643484,3,7.016423930345282,0.18843762531904273,152
EV48,1697,621,0.7983791648337181,94.33456353979412,163,11793.263566745925,212.9847468503542,677.3926769273794,0.1300528277690765,34559.67650053427,570.1673109473351,182.46570021461403,5,6.97932552777225,0.1775146280276177,163
EV49,891,1795,0.8177882310879938,49.57857206891098,120,18840.02885139897,275.85104936792146,413.612142940814,0.21087070095166277,29308.382458811328,563.8586529438007,188.8957286236377,2,5.709168977809313,0.18836090388926152,161
EV50,1755,982,0.5841275736963188,41.71569030156654,127,13379.905000777693,220.29732094742326,611.3724713570837,0.2908292395273129,44589.52749973962,501.9276345197435,271.5684648478554,2,3.911288085111857,0.16770296192551665,142
EV51,1308,733,0.37871376248165634,94.53334029094671,170,15761.717865405768,238.21134634825995,661.4544620335084,0.27565845784447696,37726.20733565054,785.7236225136353,178.15339279627167,2,5.795481645261466,0.11292722819399467,124
EV52,1575,1648,0.23052946037489963,89.29549444705482,118,15947.19495907125,233.64726525976045,703.7388963128126,0.12137194709814113,28682.32702666873,561.3633658359907,237.12611649630514,2,4.957771255158818,0.0936655216375627,105
EV53,834,1102,0.7631245960488992,98.35498195307991,92,15149.878803458963,461.72598650538714,588.4295539194095,0.1113982333040367,48035.52139329779,757.8828458784567,266.62935655788175,5,5.045582764734254,0.09555657655431288,64
EV54,1005,1708,0.6412482873836074,43.494266962640694,83,11565.257094230983,479.1304544103884,781.3397200326228,0.27475415755464794,27652.06077008618,606.0442190786101,219.09451118650037,5,4.643342099492283,0.1398685708802967,79
